,Word,Rating,Year,Ship,Line,Negative,Positive,Total
3286,good swimmers,good,2008,MSC Poesia,Msc,1.0,0.0,1.0
3287,good table mates,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
3288,good taster,bad,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
3289,good tenor voice,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3290,good thing,bad,2009,MSC Orchestra,Msc,1.0,0.0,1.0
3291,good thing,bad,2010,MSC Magnifica,Msc,0.0,1.0,1.0
3292,good thing,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
3293,good thing,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3294,good thing,good,2015,MSC Divina,Msc,0.0,1.0,1.0
3295,good things,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
3296,good things,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
3297,good things,good,2013,MSC Poesia,Msc,1.0,0.0,1.0
3298,good time,bad,2008,MSC Musica,Msc,1.0,0.0,1.0
3299,good time,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
3300,good time,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3301,good time,good,2009,MSC Orchestra,Msc,0.0,2.0,2.0
3302,good time,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
3303,good time,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
3304,good time,good,2013,MSC Opera,Msc,0.0,1.0,1.0
3305,good time,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
3306,good time,good,2014,MSC Divina,Msc,0.0,2.0,2.0
3307,good times,good,2014,MSC Divina,Msc,1.0,0.0,1.0
3308,good tip,good,2012,MSC Musica,Msc,0.0,1.0,1.0
3309,good tour guide,good,2014,MSC Musica,Msc,0.0,1.0,1.0
3310,good travel companions,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3311,good value,bad,2014,MSC Fantasia,Msc,1.0,0.0,1.0
3312,good value,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3313,good value,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
3314,good value,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3315,good value,good,2013,MSC Armonia,Msc,1.0,1.0,2.0
3316,good value,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
3317,good value,good,2014,MSC Divina,Msc,1.0,0.0,1.0
3318,good value,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3319,good value,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
3320,good value,good,2014,MSC Orchestra,Msc,0.0,1.0,1.0
3321,good value,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3322,good varied food,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3323,good variety,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
3324,good variety,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3325,good variety,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3326,good variety,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
3327,good variety,good,2011,MSC Divina,Msc,0.0,1.0,1.0
3328,good variety,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3329,good variety,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3330,good variety,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
3331,good variety,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
3332,good variety,good,2014,MSC Divina,Msc,0.0,3.0,3.0
3333,good variety,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3334,good variety,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3335,good variety,good,2015,MSC Divina,Msc,0.0,1.0,1.0
3336,good variety entertainment,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3337,good view,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
3338,good voice,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3339,good voice,good,2009,MSC Orchestra,Msc,1.0,0.0,1.0
3340,good waiter,bad,2008,MSC Lirica,Msc,0.0,1.0,1.0
3341,good way,bad,2008,MSC Musica,Msc,0.0,1.0,1.0
3342,good way,good,2014,MSC Preziosa,Msc,1.0,0.0,1.0
3343,good weather,good,2009,MSC Musica,Msc,0.0,1.0,1.0
3344,good wideranging buffet,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3345,good wine,good,2011,MSC Orchestra,Msc,0.0,1.0,1.0
3346,good wine,good,2013,MSC Lirica,Msc,0.0,1.0,1.0
3347,good wines,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3348,good words,good,2013,MSC Divina,Msc,1.0,0.0,1.0
3349,good work,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3350,good worth,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
3351,goodbye,good,2014,MSC Divina,Msc,1.0,0.0,1.0
3352,goodi enjoyed fare,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3353,goodsized bed,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
3354,goofy games,bad,2009,MSC Lirica,Msc,0.0,1.0,1.0
3355,gopro video camera,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3356,gorgeous atrium,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
3357,gorgeous beaches,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3358,gorgeous buildings,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3359,gorgeous dining room,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3360,gorgeous floor,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3361,gorgeous lighted wall,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3362,gorgeous room,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3363,gorgeous s american,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3364,gorgeous ships,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3365,gorgeous vessel,good,2012,MSC Divina,Msc,0.0,1.0,1.0
3366,gourmet cooks,bad,2009,MSC Lirica,Msc,0.0,1.0,1.0
3367,gourmet dining resturant,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3368,gourmet italian cuisine,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3369,gourmet italian delicacies,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3370,gracious smiles,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3371,gran bazar,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3372,gran canaria,bad,2012,MSC Opera,Msc,0.0,1.0,1.0
3373,grand bazaar,good,2008,MSC Poesia,Msc,0.0,1.0,1.0
3374,grand bazaar,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
3375,grand buffet,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3376,grand buffet,bad,2010,MSC Poesia,Msc,1.0,0.0,1.0
3377,grand canal,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3378,grand cayman,bad,2009,MSC Poesia,Msc,0.0,1.0,1.0
3379,grand kids,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3380,grand look,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3381,grand new ship,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3382,grand stirrup,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3383,grapefruit juice,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3384,gratuities,good,2014,MSC Armonia,Msc,1.0,0.0,1.0
3385,greasy horrible bite,bad,2014,MSC Divina,Msc,1.0,0.0,1.0
3386,great acoustics,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3387,great ambassador,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3388,great area,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3389,great arias,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3390,great artists,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3391,great asset,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3392,great atmosphere,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3393,great atmosphere,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3394,great attention,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3395,great attitude,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3396,great attitude,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3397,great attitude,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3398,great attractions,good,2009,MSC Fantasia,Msc,0.0,1.0,1.0
3399,great balconies,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
3400,great balcony,good,2009,MSC Opera,Msc,0.0,1.0,1.0
3401,great balcony cabin,bad,2012,MSC Splendida,Msc,0.0,1.0,1.0
3402,great balcony room,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3403,great bargain,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3404,great bargain deals,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3405,great bargains som,good,2010,MSC Fantasia,Msc,0.0,1.0,1.0
3406,great bartenders,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3407,great bathroom,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3408,great beach,good,2009,MSC Orchestra,Msc,0.0,2.0,2.0
3409,great beach,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3410,great bonus,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3411,great breads,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3412,great buffet,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3413,great buffet breakfast,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3414,great cabin,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3415,great cabin steward,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3416,great cabin steward,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3417,great cabins,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3418,great cabins,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3419,great care,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3420,great care,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3421,great care,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
3422,great care,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
3423,great care,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3424,great caribbean ports,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3425,great choice,good,2014,MSC Armonia,Msc,0.0,1.0,1.0
3426,great choice,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3427,great choreography,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3428,great christmas,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3429,great cigar lounge,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3430,great cocktails,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3431,great coffee,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3432,great company,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
3433,great condition,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
3434,great control,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3435,great convenience,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3436,great conversations,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3437,great cos,good,2013,MSC Opera,Msc,1.0,0.0,1.0
3438,great cosmopolitan city,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3439,great cruise,bad,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3440,great cruise,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3441,great cruise,good,2009,MSC Orchestra,Msc,0.0,2.0,2.0
3442,great cruise,good,2010,MSC Poesia,Msc,0.0,2.0,2.0
3443,great cruise,good,2010,MSC Splendida,Msc,1.0,0.0,1.0
3444,great cruise,good,2012,MSC Lirica,Msc,0.0,1.0,1.0
3445,great cruise,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3446,great cruise,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
3447,great cruise,good,2014,MSC Divina,Msc,0.0,2.0,2.0
3448,great cruise,good,2014,MSC Preziosa,Msc,0.0,2.0,2.0
3449,great cruise experience,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
3450,great cruiseon,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3451,great cruising,bad,2012,MSC Poesia,Msc,0.0,1.0,1.0
3452,great culinary experience,bad,2008,MSC Poesia,Msc,0.0,1.0,1.0
3453,great culinary moments,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3454,great dancers,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3455,great deal,bad,2012,MSC Magnifica,Msc,0.0,1.0,1.0
3456,great deal,bad,2013,MSC Musica,Msc,0.0,1.0,1.0
3457,great deal,good,2009,MSC Orchestra,Msc,0.0,2.0,2.0
3458,great deal,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3459,great deal,good,2012,MSC Musica,Msc,0.0,1.0,1.0
3460,great deal,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
3461,great deal,good,2015,MSC Divina,Msc,0.0,1.0,1.0
3462,great deals,good,2010,MSC Sinfonia,Msc,0.0,1.0,1.0
3463,great deals,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
3464,great deals,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3465,great decision,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3466,great destinations,bad,2010,MSC Musica,Msc,0.0,1.0,1.0
3467,great dinner,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3468,great disco,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3469,great double door,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3470,great drinks,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
3471,great efficiency,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3472,great entertainment,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3473,great enthusiasm,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3474,great evenings,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3475,great event,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3476,great example,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3477,great excursion,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3478,great excursions,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3479,great expectations,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
3480,great experience,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3481,great experience,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3482,great experience,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
3483,great experience,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3484,great experience,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
3485,great experience,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3486,great experience,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3487,great experience,good,2014,MSC Musica,Msc,0.0,1.0,1.0
3488,great facilities,bad,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3489,great family cruise,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3490,great firsttime cruise,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3491,great floor,good,2013,MSC Orchestra,Msc,0.0,1.0,1.0
3492,great flow,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3493,great focus,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3494,great folks,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3495,great food,bad,2015,MSC Divina,Msc,0.0,1.0,1.0
3496,great food,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
3497,great food,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3498,great food,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
3499,great friends,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3500,great friends,good,2013,MSC Opera,Msc,0.0,1.0,1.0
3501,great friends,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3502,great fun,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3503,great fun,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
3504,great fun,good,2009,MSC Poesia,Msc,0.0,1.0,1.0
3505,great fun,good,2010,MSC Poesia,Msc,0.0,2.0,2.0
3506,great fun,good,2012,MSC Divina,Msc,0.0,1.0,1.0
3507,great fun,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3508,great fun,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3509,great fun,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3510,great fun,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3511,great furnishings,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3512,great games,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3513,great icecream drinks,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3514,great idea,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3515,great idea,good,2012,MSC Splendida,Msc,0.0,2.0,2.0
3516,great idea,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3517,great idea,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
3518,great introduction,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
3519,great italian cheese,good,2011,MSC Divina,Msc,0.0,1.0,1.0
3520,great itinerary,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3521,great itinerary,good,2010,MSC Magnifica,Msc,0.0,1.0,1.0
3522,great jazz session,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3523,great job,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
3524,great job,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3525,great job,good,2008,MSC Musica,Msc,0.0,1.0,1.0
3526,great job,good,2008,MSC Opera,Msc,0.0,1.0,1.0
3527,great job,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
3528,great job,good,2009,MSC Lirica,Msc,0.0,2.0,2.0
3529,great job,good,2009,MSC Musica,Msc,0.0,1.0,1.0
3530,great job,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3531,great job,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3532,great job,good,2011,MSC Divina,Msc,0.0,1.0,1.0
3533,great job,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3534,great job,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3535,great job,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
3536,great job,good,2013,MSC Poesia,Msc,0.0,2.0,2.0
3537,great job divina,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3538,great job msc,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3539,great job thruout,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3540,great little island,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3541,great live entertainment,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3542,great live music,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3543,great loads,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3544,great location,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3545,great location,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3546,great location,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3547,great looking ship,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3548,great lounge,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3549,great magicians,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3550,great manners,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3551,great many things,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
3552,great master,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3553,great midnight buffet,good,2008,MSC Orchestra,Msc,0.0,1.0,1.0
3554,great need,bad,2013,MSC Divina,Msc,0.0,1.0,1.0
3555,great night,good,2013,MSC Magnifica,Msc,0.0,1.0,1.0
3556,great nighton,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
3557,great ocean views,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3558,great opportunities,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3559,great outdoor areas,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3560,great pastas,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3561,great people,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
3562,great people,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3563,great people,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3564,great people,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3565,great person,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3566,great pizza,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3567,great pizza,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3568,great pizzas,good,2013,MSC Opera,Msc,0.0,1.0,1.0
3569,great place,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
3570,great place,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3571,great place,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3572,great places,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3573,great places,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
3574,great plenty,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3575,great plumbing,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3576,great port,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
3577,great ports,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3578,great potential,good,2013,MSC Splendida,Msc,0.0,1.0,1.0
3579,great pressure,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3580,great price,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3581,great price,good,2012,MSC Armonia,Msc,0.0,1.0,1.0
3582,great price,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3583,great price,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3584,great product quality,good,2014,MSC Sinfonia,Msc,0.0,1.0,1.0
3585,great quality,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3586,great range,good,2014,MSC Musica,Msc,0.0,1.0,1.0
3587,great rate,good,2011,MSC Poesia,Msc,0.0,1.0,1.0
3588,great relaxing time,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3589,great resource,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3590,great restaurant,bad,2012,MSC Musica,Msc,0.0,1.0,1.0
3591,great room,good,2009,MSC Splendida,Msc,0.0,1.0,1.0
3592,great salad bar,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3593,great sauce,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3594,great selection,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3595,great selection,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3596,great selection,good,2014,MSC Divina,Msc,0.0,2.0,2.0
3597,great service,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3598,great service,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3599,great service,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3600,great service,good,2013,MSC Lirica,Msc,0.0,1.0,1.0
3601,great service,good,2013,MSC Preziosa,Msc,0.0,1.0,1.0
3602,great service,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3603,great service,good,2014,MSC Lirica,Msc,0.0,1.0,1.0
3604,great shape,good,2008,MSC Opera,Msc,0.0,1.0,1.0
3605,great shape,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3606,great ship,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3607,great ship,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3608,great ship,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3609,great shopping,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3610,great shower,good,2012,MSC Splendida,Msc,0.0,1.0,1.0
3611,great shower,good,2014,MSC Fantasia,Msc,0.0,1.0,1.0
3612,great shower room,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3613,great shows,bad,2014,MSC Divina,Msc,0.0,1.0,1.0
3614,great sight lines,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3615,great sight lines,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3616,great singers,good,2014,MSC Divina,Msc,0.0,2.0,2.0
3617,great size,good,2011,MSC Splendida,Msc,0.0,1.0,1.0
3618,great sliders,good,2013,MSC Poesia,Msc,0.0,1.0,1.0
3619,great soul,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3620,great sound,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3621,great sound,good,2014,MSC Musica,Msc,0.0,1.0,1.0
3622,great staff,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
3623,great staff,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3624,great staff,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3625,great standard,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3626,great start,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3627,great start,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3628,great stirrup cay,good,2013,MSC Divina,Msc,0.0,2.0,2.0
3629,great stirrup cay,good,2014,MSC Divina,Msc,0.0,3.0,3.0
3630,great stops,good,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3631,great stops,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3632,great stories,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3633,great strirrup cay,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3634,great surprise,good,2013,MSC Fantasia,Msc,0.0,1.0,1.0
3635,great surprises,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3636,great swimming pools,good,2010,MSC Splendida,Msc,0.0,1.0,1.0
3637,great taste,good,2014,MSC Magnifica,Msc,0.0,1.0,1.0
3638,great tasting,good,2014,MSC Divina,Msc,0.0,1.0,1.0
3639,great time,bad,2009,MSC Orchestra,Msc,0.0,1.0,1.0
3640,great time,bad,2010,MSC Poesia,Msc,0.0,1.0,1.0
3641,great time,bad,2011,MSC Poesia,Msc,0.0,1.0,1.0
3642,great time,bad,2013,MSC Poesia,Msc,0.0,1.0,1.0
3643,great time,bad,2014,MSC Opera,Msc,0.0,1.0,1.0
3644,great time,bad,2015,MSC Divina,Msc,0.0,1.0,1.0
3645,great time,good,2008,MSC Lirica,Msc,0.0,1.0,1.0
3646,great time,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3647,great time,good,2009,MSC Orchestra,Msc,0.0,6.0,6.0
3648,great time,good,2010,MSC Poesia,Msc,0.0,1.0,1.0
3649,great time,good,2011,MSC Magnifica,Msc,0.0,1.0,1.0
3650,great time,good,2011,MSC Musica,Msc,0.0,1.0,1.0
3651,great time,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3652,great time,good,2012,MSC Poesia,Msc,0.0,1.0,1.0
3653,great time,good,2013,MSC Armonia,Msc,0.0,1.0,1.0
3654,great time,good,2013,MSC Divina,Msc,0.0,1.0,1.0
3655,great time,good,2013,MSC Opera,Msc,0.0,2.0,2.0
3656,great time,good,2014,MSC Divina,Msc,0.0,6.0,6.0
3657,great time,good,2014,MSC Fantasia,Msc,0.0,3.0,3.0
3658,great time,good,2014,MSC Opera,Msc,0.0,1.0,1.0
3659,great time,good,2014,MSC Preziosa,Msc,0.0,1.0,1.0
3660,great top40 remixes,good,2012,MSC Fantasia,Msc,0.0,1.0,1.0
3661,great touch,good,2009,MSC Lirica,Msc,0.0,1.0,1.0
3662,great trepidation,good,2013,MSC Lirica,Msc,0.0,1.0,1.0
3663,great trip,good,2012,MSC Armonia,Msc,0.0,2.0,2.0
3664,great trip,good,2013,MSC Opera,Msc,0.0,1.0,1.0
3665,great trip,good,2013,MSC Poesia,Msc,0.0,2.0,2.0
